,SiteName,Inspections_Inspection_OverallCondition,Inspections_Inspection_OverallCleanliness,Inspections_Inspection_Cleanliness_Glass,Inspections_Inspection_Cleanliness_Graffiti,Inspections_Inspection_Cleanliness_Litter,Inspections_Inspection_Cleanliness_Weeds,Inspections_Inspection_Landscape_Lawns,Inspections_Inspection_Landscape_Trees,Inspections_Inspection_Landscape,Inspections_Inspection_Structural_Benches,Inspections_Inspection_Structural_Fences,Inspections_Inspection_Structural_PavedSurfaces,Inspections_Inspection_Structural_PlayEquipment,Inspections_Inspection_Structural_SafetySurface,Inspections_Inspection_Structural_Sidewalks,Inspections_Inspection_Structural,average_score,ZIPCODE,the_geom,ACRES,WATERFRONT,TYPECATEGO
3606,O'Neill Triangle,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.625,10451,"MULTIPOLYGON (((-73.91093749024229 40.82389425290286, -73.9111045293722 40.8234849198841, -73.91111020607033 40.82348510345893, -73.91112031409915 40.82348509504138, -73.91113442242671 40.82348455120914, -73.91114430740701 40.823483797907244, -73.91115851557207 40.82348216905104, -73.91116972835945 40.82348041902021, -73.91118263259875 40.8234778796554, -73.91119665111513 40.82347445956152, -73.91120816120775 40.82347110597212, -73.91122268797774 40.823466123005055, -73.91123288672762 40.82346208582748, -73.91124244322594 40.82345786625447, -73.91125193034817 40.82345322339405, -73.91125704189551 40.82345052043631, -73.91126547894552 40.8234457236823, -73.91127235525252 40.82344148133291, -73.91128324128489 40.82343407502295, -73.91129538890763 40.8234246543719, -73.91129894681316 40.82342162333707, -73.91130986740104 40.82341141020448, -73.91132627436993 40.82339296625209, -73.91190440588281 40.82357083504159, -73.91198322995706 40.82359508616298, -73.91217320557813 40.82359073213314, -73.91205975692266 40.823602166618606, -73.91194817453544 40.8236159383046, -73.91184866485587 40.82363203158639, -73.91177950177675 40.82364812549063, -73.91172065221987 40.82366389226486, -73.91160880871638 40.823708119103195, -73.91154706512594 40.823733948415885, -73.91154702717105 40.82373396459573, -73.91149094349642 40.82375742631282, -73.91142908239345 40.823783304098804, -73.9113411381572 40.82382009382366, -73.91129235822459 40.82384049937232, -73.91123691485559 40.823863692209834, -73.91115183242636 40.823899283631484, -73.91108184519699 40.82392856154623, -73.91106973053421 40.82393362920119, -73.91089089255946 40.82400844033532, -73.91093749024229 40.82389425290286)))",0.636,No,Neighborhood Park
3607,Michel Triangle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10456,"MULTIPOLYGON (((-73.90607424555895 40.83855450553742, -73.9060970321968 40.83851235756054, -73.90637774908507 40.8386026423639, -73.90635858590515 40.83863393698223, -73.90625940394781 40.83875059465034, -73.90624454655243 40.838768802268085, -73.90619869256841 40.83882596345996, -73.9061463254769 40.83889576496958, -73.90606065444858 40.83900600933193, -73.90597796236504 40.8391165469167, -73.90582623981098 40.839321105393935, -73.90576852233097 40.839396586275264, -73.9057644881998 40.83940104762789, -73.9057595489901 40.83940494813366, -73.90575383764788 40.83940818344384, -73.90574750724896 40.8394106681365, -73.90574072744629 40.8394123330122, -73.90573367971272 40.839413134995354, -73.90572655379182 40.83941305172879, -73.9057195429496 40.83941208517135, -73.90571283330226 40.83941026249008, -73.90570660619252 40.83940763245989, -73.90570102870669 40.839404263655055, -73.90569625010963 40.83940024984906, -73.90569239830835 40.839395695603834, -73.90568957865229 40.83939072617425, -73.90568786565487 40.83938547219297, -73.90568730653936 40.83938007777765, -73.90568791296086 40.839374685215866, -73.90600937322971 40.83869223096821, -73.90607424555895 40.83855450553742)))",0.28,No,Triangle/Plaza
3608,Keltch Park,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.6875,10452,"MULTIPOLYGON (((-73.91775629334222 40.840388314541585, -73.91776380987739 40.84038807766813, -73.9177712205538 40.840389067191, -73.9177781803861 40.84039123693905, -73.91789361366824 40.84043218986908, -73.91790341325844 40.84043631210003, -73.91790866972458 40.840440000660884, -73.91791280714176 40.8404444349343, -73.91791564670362 40.840449422987945, -73.9179170677327 40.840454749518116, -73.91791700767136 40.84046018305348, -73.91791546799155 40.84046549126774, -73.91765325504791 40.84098678916399, -73.91765003212859 40.8409916747416, -73.91764559811897 40.840995977735645, -73.91764012990141 40.840999528979474, -73.9176338422671 40.841002187248904, -73.91762698672238 40.84100384556466, -73.91761983606206 40.841004441086916, -73.91761266896295 40.841003948800825, -73.91760577353398 40.841002386922185, -73.91759942241171 40.84099982048122, -73.9175938668472 40.84099634871188, -73.91758941393523 40.84099197813712, -73.91758327334927 40.84098217818156, -73.91747983963957 40.84078763005168, -73.91747818704432 40.84078452036575, -73.91747706204714 40.84078240520213, -73.91747474157455 40.84077763903075, -73.91747371385436 40.84077261804413, -73.91747402369565 40.8407675421839, -73.91747565424443 40.84076261585, -73.91747854241831 40.84075803170289, -73.91773185257311 40.84040048979466, -73.91773650612602 40.840395999650816, -73.91774231705789 40.84039236940305, -73.91774901600257 40.840389768151915, -73.91775629334222 40.840388314541585)), ((-73.9179205254898 40.84018741254543, -73.91820567683644 40.83977771581621, -73.91826122456321 40.8397951698412, -73.9182621761602 40.8397955955486, -73.91804791256729 40.84023244315905, -73.9180473344086 40.840233025367624, -73.91804650937584 40.84023380731036, -73.9180459859007 40.840234275195094, -73.9180455728342 40.84023463149701, -73.91804505533419 40.840235061565274, -73.91804454616413 40.8402354673261, -73.91804415213437 40.84023577051246, -73.91804376048938 40.84023606289458, -73.91804335224 40.840236358866896, -73.91804296417544 40.8402366323412, -73.9180424859292 40.84023696068157, -73.9180421109396 40.84023720805084, -73.91804188072872 40.840237356468684, -73.9180417169698 40.84023746261058, -73.91804121384139 40.84023777652532, -73.91804085904877 40.840237991491186, -73.91804043662853 40.84023824062775, -73.9180400154029 40.84023848256122, -73.91803964520713 40.840238688511185, -73.91803915755507 40.84023895200928, -73.91803901043602 40.840239025745234, -73.91803750483525 40.84023978289094, -73.91803598509682 40.84024046618614, -73.91803459474734 40.84024103070809, -73.91803432665026 40.840241133173876, -73.91803397433226 40.84024126439553, -73.91803355914716 40.840241415383446, -73.91803297196749 40.8402416202787, -73.91803284978828 40.84024166161458, -73.91803224008562 40.840241861991366, -73.91803117491257 40.84024218991455, -73.91802998642002 40.84024252225257, -73.91802874934002 40.8402428329442, -73.91802739014398 40.84024313364357, -73.91802666905664 40.840243275409115, -73.91802583175854 40.84024342609696, -73.9180248225191 40.84024358746853, -73.91802397103133 40.840243706629025, -73.91802325593909 40.84024379436914, -73.9180223748385 40.84024388919524, -73.91802152577652 40.84024396423324, -73.91801956209326 40.84024408170272, -73.91801744436422 40.840244120719696, -73.91801720485066 40.84024412054946, -73.9180168918275 40.840244116725, -73.9180164448246 40.84024410830283, -73.91801596581307 40.84024409535545, -73.91801544175337 40.840244075172116, -73.91801454304135 40.84024402860812, -73.9180137451269 40.84024397221037, -73.91800549424453 40.84024165477824, -73.91793668278628 40.84022232627328, -73.9179326989917 40.84022120682679, -73.91793221679313 40.84022089401245, -73.91793183886155 40.84022064250581, -73.91793157348576 40.8402204613178, -73.91793132351415 40.84022028824515, -73.91793111027296 40.84022013681051, -73.91793094441795 40.840220019628326, -73.91793079870561 40.8402199141669, -73.91793048477678 40.840219683417175, -73.91793024666678 40.840219506750984, -73.91792999197791 40.84021931296366, -73.91792958685389 40.84021899750264, -73.91792917463225 40.840218668529154, -73.9179287091225 40.84021828368716, -73.91792826494998 40.840217903362834, -73.91792787290431 40.840217559095294, -73.9179276064173 40.840217317573405, -73.91792740389079 40.84021713102713, -73.91792721794981 40.840216956199065, -73.9179270592502 40.84021680570372, -73.9179269538453 40.840216705673896, -73.91792627170952 40.840216029818365, -73.91792556238902 40.84021528370491, -73.91792474775367 40.8402143646218, -73.91792400898157 40.840213463602495, -73.91792321703471 40.8402124148644, -73.91792247966171 40.8402113409513, -73.91792162766033 40.840209954485395, -73.91792100656689 40.840208815819516, -73.91792054766911 40.84020787717865, -73.91791988795507 40.84020632695971, -73.91791981704245 40.840206140507085, -73.91791976031388 40.84020599008428, -73.91791971186312 40.84020585767724, -73.91791967877435 40.840205767604346, -73.91791962796104 40.84020562799166, -73.91791949918083 40.84020525329467, -73.91791939404706 40.84020493354464, -73.91791930782799 40.84020465973323, -73.91791922280353 40.84020437871871, -73.91791914605679 40.840204115719985, -73.91791907522862 40.84020386082988, -73.91791888170772 40.840203102476586, -73.91791872841762 40.84020241168891, -73.91791860470694 40.84020177225041, -73.91791842473992 40.84020059967966, -73.9179183005557 40.84019938302444, -73.91791824153555 40.84019820693782, -73.91791825413351 40.84019664549089, -73.91791841659973 40.84019470414234, -73.91791876059285 40.840192671072586, -73.91791882021387 40.84019239916593, -73.9179188702748 40.84019218758558, -73.91791895727603 40.840191827450056, -73.91791920145197 40.84019093163265, -73.91791935146135 40.84019043736845, -73.9179195644989 40.840189792766616, -73.91791980483326 40.840189127472904, -73.91792010813585 40.84018836046817, -73.9179205254898 40.84018741254543)))",0.287,No,Triangle/Plaza
3609,Sergeant Johnson Triangle,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.75,10458,"MULTIPOLYGON (((-73.88126790009846 40.85810256680241, -73.88120449294344 40.85808639984838, -73.881157222696 40.85779226513052, -73.88145093159727 40.857869185598055, -73.88126790009846 40.85810256680241)))",0.74,No,Triangle/Plaza
3610,Sheridan Triangle,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5625,10471,"MULTIPOLYGON (((-73.89660809459158 40.90499905761868, -73.89659645758648 40.90475861815624, -73.89659747105954 40.90475868750067, -73.8966026063648 40.90475961149321, -73.89660822357679 40.904761272512424, -73.89661351951709 40.90476346002646, -73.89661776002977 40.904765844701515, -73.89662161070035 40.904768583817734, -73.89665809069481 40.90479951205853, -73.89681429946155 40.90493194987767, -73.89681727576492 40.90493447299039, -73.89681998633647 40.90494073737352, -73.89682081762936 40.90494577541991, -73.89682050551734 40.904950340591256, -73.89681917443362 40.904955318173776, -73.89681907683388 40.90495549638224, -73.89681646430076 40.90496023779339, -73.89681121873024 40.9049661087587, -73.89680510559572 40.90497042741565, -73.89679666020223 40.90497402360087, -73.89671398785363 40.904986978765045, -73.89671134880537 40.904987392427444, -73.8966746524859 40.90499170172288, -73.89660809459158 40.90499905761868)))",0.06,No,Triangle/Plaza
3611,Flood Triangle,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.625,10458,"MULTIPOLYGON (((-73.8909566166126 40.858169043576474, -73.8909666877542 40.85850149818536, -73.89076030811333 40.8583915105931, -73.8909566166126 40.858169043576474)))",0.072,No,Triangle/Plaza
3612,Beatty Plaza,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4375,10456,"MULTIPOLYGON (((-73.90157502622878 40.83148953028202, -73.90167914415322 40.8314959225594, -73.90178358854348 40.83149721281559, -73.90186486161375 40.83149343058435, -73.90194535211144 40.83148408257081, -73.90195070795274 40.83148361706598, -73.9019560912494 40.831483828756525, -73.90196135381264 40.8314847139145, -73.90196635222769 40.83148624720417, -73.90197094903267 40.83148838618548, -73.90197501627279 40.83149107311796, -73.90197844498708 40.831494233168016, -73.90198113808748 40.831497779805645, -73.90198302339833 40.83150161571612, -73.90198404891038 40.831505635497315, -73.90198418633325 40.83150972836425, -73.90198343108914 40.831513782651776, -73.90198180468361 40.83151768581619, -73.90197935113865 40.83152133163648, -73.90197613936358 40.831524620216186, -73.90188280966991 40.83160522971341, -73.90187365205043 40.8316119116999, -73.90186314949352 40.83161733364911, -73.90185159979876 40.83162134363043, -73.90183932916348 40.83162382755828, -73.90182668387602 40.831624714588145, -73.90181402201127 40.831623980711385, -73.90155683438947 40.83154206674809, -73.90155147766379 40.83153991989765, -73.90154666725596 40.83153712335588, -73.90154253938756 40.83153375648272, -73.90153921128997 40.831529913029854, -73.90153677409094 40.83152570113448, -73.90153529756219 40.83152123972165, -73.90153482301405 40.83151665309496, -73.90153536329551 40.83151207093674, -73.90153690399049 40.8315076211049, -73.90153940104672 40.83150342963113, -73.90154278552727 40.83149961442135, -73.90154696124496 40.83149628165188, -73.90155181068994 40.8314935257742, -73.90155719859584 40.83149142321488, -73.90156297312252 40.83149003417744, -73.90156897179186 40.83148939724442, -73.90157502622878 40.83148953028202)))",0.1,No,Triangle/Plaza
3613,Bryant Triangle,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.6875,10459,"MULTIPOLYGON (((-73.888342708587 40.826673853555015, -73.88870336487649 40.82648705211391, -73.88871752348014 40.826676677816906, -73.888342708587 40.826673853555015)))",0.17,No,Triangle/Plaza
3614,Woodrow Wilson Triangle,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.625,10473,"MULTIPOLYGON (((-73.85803031053408 40.81341857528419, -73.85813883161451 40.813402543114, -73.85817026439173 40.81355365209728, -73.85803031053408 40.81341857528419)))",0.1,No,Triangle/Plaza
3617,D'Auria-Murphy Triangle,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.75,10458,"MULTIPOLYGON (((-73.88884501236019 40.85335805363074, -73.88897425958446 40.853091343429895, -73.88926843627888 40.85317584467242, -73.88931003415772 40.85318881835722, -73.88931284101376 40.85318969362692, -73.8893286082433 40.85319461103162, -73.88932896384134 40.85319472213325, -73.88935908302629 40.853204115238235, -73.88936736308032 40.853211365835215, -73.88937393261448 40.85321956481031, -73.8893786081922 40.853228480561434, -73.8893812585868 40.853237864427335, -73.88938180833595 40.85324745249159, -73.88938024365527 40.85325697549395, -73.88937660649655 40.85326616602847, -73.88937100164891 40.85327476755526, -73.88936358368711 40.85328253798996, -73.88935456169926 40.853289259613746, -73.8893441897917 40.85329474356666, -73.88933275759236 40.853298835241574, -73.88932058549523 40.85330142148358, -73.88930801636143 40.85330242878108, -73.88930770535771 40.85330402595527, -73.88930664538893 40.85330244097304, -73.88929682535063 40.85330197770235, -73.88907168825247 40.85330962003622, -73.88885275168649 40.85336027629739, -73.88884501236019 40.85335805363074)))",0.31,No,Triangle/Plaza
3618,Hutton Triangle,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5625,10457,"MULTIPOLYGON (((-73.89008304568574 40.85220651378999, -73.89027957154816 40.852273221117365, -73.8902843439765 40.85227522024609, -73.89028861024913 40.852277796108645, -73.89029225070654 40.852280876551966, -73.8902951623143 40.85228437593133, -73.89029726340846 40.85228819421452, -73.89029849486636 40.852292225987846, -73.89029882366914 40.85229635775794, -73.89029823933635 40.852300472450835, -73.89029675865939 40.85230445572003, -73.89029442214525 40.85230819504246, -73.89029129756385 40.85231158602552, -73.89028747046063 40.852314532397784, -73.89028304888849 40.85231695321775, -73.89020453696847 40.85235573475251, -73.89012989130077 40.852398692795866, -73.89005949648576 40.85244560620068, -73.89005529645966 40.8524481514909, -73.89005060163984 40.85245013710386, -73.89004554138327 40.85245150823276, -73.8900402521328 40.852452228087444, -73.89003487860309 40.85245227789549, -73.89002956785374 40.85245165509565, -73.89002446454137 40.852450376034646, -73.89001970854443 40.85244847776597, -73.89001542904593 40.85244601084046, -73.89001174215645 40.85244304200527, -73.89000874973038 40.85243965330231, -73.89000653225887 40.85243593665855, -73.89000515124324 40.85243199298779, -73.8900046432668 40.852427931284524, -73.89000162638038 40.85237407718474, -73.88999427809547 40.852320462987564, -73.8899826253636 40.85226729132852, -73.88998127552289 40.8522581257338, -73.88998196554515 40.8522489179603, -73.88998467483833 40.852239928230595, -73.8899893294559 40.85223140951218, -73.88999579617463 40.85222360300976, -73.89000389199843 40.85221672826857, -73.89001339009418 40.85221097957826, -73.89002402098791 40.85220651967072, -73.89003548561877 40.85220347432938, -73.89004746008756 40.85220192969261, -73.8900596051509 40.85220192776001, -73.89007158044524 40.85220347090873, -73.89008304568574 40.85220651378999)))",0.1,No,Triangle/Plaza
3619,Heath Triangle,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5625,"10463, 10468","MULTIPOLYGON (((-73.90768589184488 40.86860131155462, -73.90769329527457 40.86860027921306, -73.9077008206081 40.868600300540955, -73.90770814009151 40.8686016337165, -73.90771501098459 40.86860396607587, -73.90771962073518 40.86860645151069, -73.90772521343779 40.868610951225286, -73.90773012824026 40.868617571950125, -73.9077324199129 40.86862448323629, -73.90773253535158 40.868630196932656, -73.90773097602472 40.86863578502235, -73.90772808382101 40.8686410613774, -73.90772806121171 40.86864111268725, -73.9076650435616 40.868781080244915, -73.90761256467518 40.86889327791323, -73.90761233743008 40.86889376489594, -73.9076097009652 40.868898521870335, -73.90760609944246 40.868902898966, -73.90760251628676 40.868906009087986, -73.90759840818893 40.86890871987284, -73.90759324465132 40.86891121549589, -73.90758765254702 40.86891310204486, -73.90758173401643 40.86891428955251, -73.9075732696777 40.86891474832599, -73.90756322762603 40.868913526422666, -73.90753187494897 40.868888512728454, -73.90751879293715 40.86887597013682, -73.90750387665601 40.868864549883845, -73.90748751833756 40.86885454494228, -73.90747010791593 40.868846194253884, -73.90745106802926 40.86883926142689, -73.90743030860928 40.868833685155, -73.90740804191215 40.86882952053746, -73.90738242664018 40.86882526588052, -73.90737681880502 40.8688214144896, -73.9073729562278 40.86881647760886, -73.90737080429851 40.86881060559247, -73.90737112001393 40.868804514937025, -73.90737384733757 40.86879840910812, -73.90737794118745 40.86879400630059, -73.9075487951806 40.86868206932855, -73.90766920343366 40.8686095079628, -73.90768008160804 40.868603124093504, -73.90768589184488 40.86860131155462)))",0.11,No,Triangle/Plaza
